condition_id,policy,slowtrack_load_profile,frontend_profile,scenario_profile,turns,fasttrack_enabled,first_response_ready_ms_n,first_response_ready_ms_mean_ms,first_response_ready_ms_median_ms,first_response_ready_ms_p25_ms,first_response_ready_ms_p75_ms,first_response_ready_ms_p95_ms,first_response_ready_ms_min_ms,first_response_ready_ms_max_ms,first_response_ready_ms_p_lt_100ms,first_response_ready_ms_p_lt_500ms,first_response_ready_ms_p_gt_2000ms,fasttrack_ready_ms_n,fasttrack_ready_ms_mean_ms,fasttrack_ready_ms_median_ms,fasttrack_ready_ms_p25_ms,fasttrack_ready_ms_p75_ms,fasttrack_ready_ms_p95_ms,fasttrack_ready_ms_min_ms,fasttrack_ready_ms_max_ms,fasttrack_ready_ms_p_lt_100ms,fasttrack_ready_ms_p_lt_500ms,fasttrack_ready_ms_p_gt_2000ms,slowtrack_compute_ms_n,slowtrack_compute_ms_mean_ms,slowtrack_compute_ms_median_ms,slowtrack_compute_ms_p25_ms,slowtrack_compute_ms_p75_ms,slowtrack_compute_ms_p95_ms,slowtrack_compute_ms_min_ms,slowtrack_compute_ms_max_ms,slowtrack_compute_ms_p_lt_100ms,slowtrack_compute_ms_p_lt_500ms,slowtrack_compute_ms_p_gt_2000ms,full_answer_ready_ms_n,full_answer_ready_ms_mean_ms,full_answer_ready_ms_median_ms,full_answer_ready_ms_p25_ms,full_answer_ready_ms_p75_ms,full_answer_ready_ms_p95_ms,full_answer_ready_ms_min_ms,full_answer_ready_ms_max_ms,full_answer_ready_ms_p_lt_100ms,full_answer_ready_ms_p_lt_500ms,full_answer_ready_ms_p_gt_2000ms,hidden_latency_ms_n,hidden_latency_ms_mean_ms,hidden_latency_ms_median_ms,hidden_latency_ms_p25_ms,hidden_latency_ms_p75_ms,hidden_latency_ms_p95_ms,hidden_latency_ms_min_ms,hidden_latency_ms_max_ms,hidden_latency_ms_p_lt_100ms,hidden_latency_ms_p_lt_500ms,hidden_latency_ms_p_gt_2000ms,donation_readout_tts_ms_n,donation_readout_tts_ms_mean_ms,donation_readout_tts_ms_median_ms,donation_readout_tts_ms_p25_ms,donation_readout_tts_ms_p75_ms,donation_readout_tts_ms_p95_ms,donation_readout_tts_ms_min_ms,donation_readout_tts_ms_max_ms,donation_readout_tts_ms_p_lt_100ms,donation_readout_tts_ms_p_lt_500ms,donation_readout_tts_ms_p_gt_2000ms
c001_grounded_current_prompt_backend_ready_chat_only,grounded,current_prompt,backend_ready,chat_only,4000,1,4000,56.152,27.578,23.517,30.972,288.844,11.514,292.745,0.88575,1.0,0.0,4000,52.522,24.289,21.125,25.729,284.923,11.119,285.258,0.88575,1.0,0.0,4000,2448.178,2446.294,2350.669,2543.806,2682.013,1932.756,3002.089,0.0,0.0,0.99975,4000,2451.809,2450.482,2353.949,2547.417,2686.284,1934.539,3007.419,0.0,0.0,0.99975,4000,2395.656,2402.571,2291.444,2507.941,2650.957,1774.335,2976.816,0.0,0.0,0.9875,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c002_grounded_current_prompt_backend_ready_donation_mix,grounded,current_prompt,backend_ready,donation_mix,4000,1,4000,53.787,27.604,23.733,31.176,288.359,11.348,292.708,0.89575,1.0,0.0,4000,50.181,24.289,21.125,25.74,284.849,11.119,285.258,0.89575,1.0,0.0,4000,2447.183,2444.912,2351.398,2539.659,2684.253,2003.415,3037.334,0.0,0.0,1.0,4000,2450.788,2448.865,2354.949,2543.131,2686.413,2007.197,3038.851,0.0,0.0,1.0,4000,2397.002,2403.45,2296.553,2504.503,2654.794,1774.391,3011.753,0.0,0.0,0.98625,4000,204.284,0.0,0.0,477.696,533.738,0.0,533.738,0.55975,0.909,0.0
c003_grounded_current_prompt_local_browser_chat_only,grounded,current_prompt,local_browser,chat_only,4000,1,4000,103.689,76.128,63.711,91.76,337.702,33.103,374.118,0.826,1.0,0.0,4000,51.998,24.289,21.125,25.729,284.849,11.119,285.258,0.88825,1.0,0.0,4000,2450.745,2447.146,2351.228,2545.665,2685.152,1902.164,2931.34,0.0,0.0,0.99975,4000,2502.436,2501.2,2403.325,2598.314,2736.85,1949.097,3006.235,0.0,0.0,0.99975,4000,2398.748,2404.691,2296.842,2512.446,2656.099,1837.334,2907.517,0.0,0.0,0.98325,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c004_grounded_current_prompt_local_browser_donation_mix,grounded,current_prompt,local_browser,donation_mix,4000,1,4000,104.306,75.978,63.898,92.24,338.389,32.014,371.442,0.824,1.0,0.0,4000,52.597,24.289,21.027,25.729,284.923,11.119,285.258,0.8855,1.0,0.0,4000,2447.238,2442.672,2349.471,2539.599,2691.12,1993.281,2943.681,0.0,0.0,0.9995,4000,2498.947,2494.194,2399.183,2592.604,2744.643,2023.306,2984.242,0.0,0.0,1.0,4000,2394.641,2400.048,2291.103,2504.371,2661.214,1764.753,2919.727,0.0,0.0,0.98325,4000,210.299,0.0,0.0,477.696,533.738,0.0,533.738,0.54875,0.90575,0.0
c005_grounded_current_prompt_capture_stress_chat_only,grounded,current_prompt,capture_stress,chat_only,4000,1,4000,221.991,196.603,165.57,238.976,452.966,95.257,559.671,0.001,0.98275,0.0,4000,52.257,24.322,21.125,25.729,284.923,11.119,285.258,0.88725,1.0,0.0,4000,2449.727,2449.561,2351.263,2544.422,2685.206,1983.871,2943.965,0.0,0.0,0.9995,4000,2619.46,2618.184,2516.562,2720.334,2865.33,2118.061,3114.314,0.0,0.0,1.0,4000,2397.47,2403.783,2295.387,2510.713,2652.82,1783.656,2918.236,0.0,0.0,0.98525,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c006_grounded_current_prompt_capture_stress_donation_mix,grounded,current_prompt,capture_stress,donation_mix,4000,1,4000,222.723,196.142,166.183,239.296,459.429,93.853,557.088,0.0025,0.98375,0.0,4000,53.14,24.322,21.027,25.729,284.849,11.119,285.258,0.8835,1.0,0.0,4000,2454.014,2453.216,2358.984,2548.403,2686.509,1999.551,3009.675,0.0,0.0,0.99975,4000,2623.597,2623.742,2524.74,2719.897,2860.963,2129.121,3213.95,0.0,0.0,1.0,4000,2400.874,2408.32,2297.712,2512.74,2657.187,1787.812,2985.386,0.0,0.0,0.98725,4000,211.143,0.0,0.0,477.696,533.738,0.0,533.738,0.547,0.9035,0.0
c007_grounded_expanded_memory_backend_ready_chat_only,grounded,expanded_memory,backend_ready,chat_only,4000,1,4000,54.876,27.579,23.538,31.181,288.426,11.362,292.804,0.891,1.0,0.0,4000,51.252,24.289,21.125,25.729,284.923,11.119,285.258,0.891,1.0,0.0,4000,3448.336,3441.122,3300.708,3588.643,3797.184,2655.805,4186.7,0.0,0.0,1.0,4000,3451.959,3445.156,3305.32,3593.343,3802.437,2661.075,4188.53,0.0,0.0,1.0,4000,3397.083,3395.215,3248.18,3549.471,3762.437,2370.762,4175.292,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c008_grounded_expanded_memory_backend_ready_donation_mix,grounded,expanded_memory,backend_ready,donation_mix,4000,1,4000,55.098,27.623,23.629,31.334,288.584,11.615,292.82,0.89075,1.0,0.0,4000,51.409,24.262,21.027,25.775,284.849,11.119,285.258,0.89075,1.0,0.0,4000,3446.82,3442.468,3301.292,3589.323,3794.718,2801.931,4311.245,0.0,0.0,1.0,4000,3450.509,3446.662,3305.437,3593.039,3797.875,2806.012,4312.07,0.0,0.0,1.0,4000,3395.411,3395.26,3245.379,3550.079,3762.655,2575.925,4286.103,0.0,0.0,1.0,4000,199.488,0.0,0.0,477.696,533.738,0.0,533.738,0.56975,0.919,0.0
c009_grounded_expanded_memory_local_browser_chat_only,grounded,expanded_memory,local_browser,chat_only,4000,1,4000,101.965,75.395,63.384,91.13,335.505,31.72,371.749,0.834,1.0,0.0,4000,50.598,24.289,21.283,25.729,284.849,11.119,285.258,0.894,1.0,0.0,4000,3442.303,3438.441,3303.942,3583.737,3776.511,2776.984,4277.442,0.0,0.0,1.0,4000,3493.67,3490.537,3351.699,3634.678,3829.802,2815.733,4349.914,0.0,0.0,1.0,4000,3391.706,3393.42,3243.845,3541.681,3746.625,2655.592,4264.669,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c010_grounded_expanded_memory_local_browser_donation_mix,grounded,expanded_memory,local_browser,donation_mix,4000,1,4000,101.136,76.038,63.908,91.143,334.208,32.778,374.163,0.836,1.0,0.0,4000,49.526,24.289,21.125,25.655,284.849,11.119,285.258,0.89775,1.0,0.0,4000,3446.957,3443.498,3306.925,3583.832,3791.497,2669.494,4245.758,0.0,0.0,1.0,4000,3498.566,3494.76,3359.003,3636.415,3847.186,2719.471,4291.505,0.0,0.0,1.0,4000,3397.431,3398.559,3256.283,3545.392,3756.948,2657.742,4222.163,0.0,0.0,1.0,4000,209.258,0.0,0.0,477.696,533.738,0.0,533.738,0.55125,0.90475,0.0
c011_grounded_expanded_memory_capture_stress_chat_only,grounded,expanded_memory,capture_stress,chat_only,4000,1,4000,222.431,196.74,165.566,240.575,456.533,96.907,553.535,0.001,0.98175,0.0,4000,52.309,24.289,21.125,25.729,284.849,11.119,285.258,0.887,1.0,0.0,4000,3449.284,3442.064,3311.36,3581.004,3786.932,2754.712,4298.295,0.0,0.0,1.0,4000,3619.405,3612.16,3481.167,3754.506,3967.549,2903.868,4417.452,0.0,0.0,1.0,4000,3396.974,3398.043,3251.69,3541.782,3755.166,2574.15,4274.733,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c012_grounded_expanded_memory_capture_stress_donation_mix,grounded,expanded_memory,capture_stress,donation_mix,4000,1,4000,222.058,197.853,164.847,240.81,457.111,93.943,559.085,0.00075,0.98625,0.0,4000,51.921,24.289,21.125,25.729,284.923,11.119,285.258,0.8885,1.0,0.0,4000,3443.139,3440.148,3302.189,3583.207,3782.794,2736.622,4151.169,0.0,0.0,1.0,4000,3613.277,3611.891,3470.296,3753.854,3962.946,2941.05,4350.824,0.0,0.0,1.0,4000,3391.219,3393.702,3245.086,3540.345,3750.86,2531.428,4086.462,0.0,0.0,1.0,4000,209.983,0.0,0.0,477.696,533.738,0.0,533.738,0.548,0.9105,0.0
c013_grounded_heavy_context_backend_ready_chat_only,grounded,heavy_context,backend_ready,chat_only,4000,1,4000,55.326,27.761,24.107,31.207,288.467,11.438,293.04,0.89,1.0,0.0,4000,51.633,24.322,21.125,25.729,284.923,11.119,285.258,0.89,1.0,0.0,4000,4795.856,4788.406,4592.867,4996.581,5287.718,3906.527,5892.535,0.0,0.0,1.0,4000,4799.549,4792.236,4596.965,5000.695,5290.544,3909.099,5894.832,0.0,0.0,1.0,4000,4744.223,4740.138,4536.074,4952.24,5248.71,3701.296,5866.806,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c014_grounded_heavy_context_backend_ready_donation_mix,grounded,heavy_context,backend_ready,donation_mix,4000,1,4000,54.255,27.574,23.767,30.935,288.515,11.332,292.712,0.89325,1.0,0.0,4000,50.599,24.262,21.125,25.729,284.849,11.119,285.258,0.89325,1.0,0.0,4000,4790.511,4787.827,4594.238,4987.486,5269.78,3946.082,5921.712,0.0,0.0,1.0,4000,4794.167,4791.77,4598.207,4990.261,5274.112,3947.404,5925.691,0.0,0.0,1.0,4000,4739.912,4741.894,4531.447,4944.186,5228.444,3730.459,5899.87,0.0,0.0,1.0,4000,207.157,0.0,0.0,477.696,533.738,0.0,533.738,0.5545,0.91425,0.0
c015_grounded_heavy_context_local_browser_chat_only,grounded,heavy_context,local_browser,chat_only,4000,1,4000,103.286,75.978,63.844,92.146,337.775,34.287,372.176,0.8215,1.0,0.0,4000,51.554,24.262,21.125,25.729,284.923,11.119,285.258,0.89025,1.0,0.0,4000,4791.79,4784.957,4591.899,4990.83,5283.279,3765.351,5744.915,0.0,0.0,1.0,4000,4843.521,4837.37,4641.557,5043.146,5334.541,3824.049,5790.131,0.0,0.0,1.0,4000,4740.235,4732.882,4536.882,4951.177,5239.867,3499.202,5635.616,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c016_grounded_heavy_context_local_browser_donation_mix,grounded,heavy_context,local_browser,donation_mix,4000,1,4000,103.707,76.541,64.15,92.082,335.673,33.702,371.824,0.82675,1.0,0.0,4000,51.907,24.289,21.027,25.775,284.849,11.119,285.258,0.88875,1.0,0.0,4000,4795.424,4786.655,4587.008,4995.773,5294.372,3937.069,6016.044,0.0,0.0,1.0,4000,4847.223,4837.631,4636.899,5049.256,5348.79,3984.812,6042.475,0.0,0.0,1.0,4000,4743.516,4739.028,4526.646,4953.961,5260.756,3806.042,5731.503,0.0,0.0,1.0,4000,200.872,0.0,0.0,477.696,533.738,0.0,533.738,0.568,0.914,0.0
c017_grounded_heavy_context_capture_stress_chat_only,grounded,heavy_context,capture_stress,chat_only,4000,1,4000,221.84,196.184,164.464,239.553,455.633,92.93,557.045,0.001,0.9825,0.0,4000,52.793,24.262,21.125,25.775,284.923,11.119,285.258,0.8855,1.0,0.0,4000,4801.4,4794.49,4598.953,4998.978,5279.887,3847.403,5927.893,0.0,0.0,1.0,4000,4970.447,4961.979,4765.053,5170.68,5452.229,4043.637,6163.675,0.0,0.0,1.0,4000,4748.607,4741.712,4546.497,4952.959,5243.8,3813.769,5915.24,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c018_grounded_heavy_context_capture_stress_donation_mix,grounded,heavy_context,capture_stress,donation_mix,4000,1,4000,223.453,198.09,165.66,241.083,455.927,95.441,562.378,0.001,0.9845,0.0,4000,53.548,24.322,21.125,25.729,284.923,11.119,285.258,0.88225,1.0,0.0,4000,4796.988,4796.255,4594.287,4995.552,5278.836,3716.505,5934.854,0.0,0.0,1.0,4000,4966.893,4967.458,4763.466,5163.358,5452.86,3891.506,6120.788,0.0,0.0,1.0,4000,4743.44,4740.867,4539.256,4951.491,5241.135,3584.499,5911.259,0.0,0.0,1.0,4000,212.402,0.0,0.0,477.696,533.738,0.0,533.738,0.54425,0.90625,0.0
c019_grounded_stress_context_backend_ready_chat_only,grounded,stress_context,backend_ready,chat_only,4000,1,4000,55.665,27.698,23.906,31.229,288.69,11.291,292.775,0.8885,1.0,0.0,4000,51.971,24.322,21.125,25.729,284.923,11.119,285.258,0.8885,1.0,0.0,4000,6437.625,6423.411,6165.956,6705.735,7114.057,5109.034,7871.646,0.0,0.0,1.0,4000,6441.319,6427.209,6169.647,6708.692,7117.613,5112.186,7873.681,0.0,0.0,1.0,4000,6385.654,6381.055,6107.342,6658.034,7067.074,4824.335,7695.76,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c020_grounded_stress_context_backend_ready_donation_mix,grounded,stress_context,backend_ready,donation_mix,4000,1,4000,55.372,27.721,23.717,31.495,288.205,11.495,292.91,0.88975,1.0,0.0,4000,51.735,24.322,21.125,25.775,284.923,11.119,285.258,0.88975,1.0,0.0,4000,6443.143,6438.969,6160.455,6717.459,7128.951,5241.989,7820.69,0.0,0.0,1.0,4000,6446.779,6442.265,6164.333,6721.381,7132.191,5245.312,7821.741,0.0,0.0,1.0,4000,6391.408,6387.814,6110.523,6674.367,7093.036,5051.012,7750.407,0.0,0.0,1.0,4000,206.653,0.0,0.0,477.696,533.738,0.0,533.738,0.55675,0.91025,0.0
c021_grounded_stress_context_local_browser_chat_only,grounded,stress_context,local_browser,chat_only,4000,1,4000,104.11,76.484,64.166,92.277,336.898,31.873,370.999,0.8235,1.0,0.0,4000,52.251,24.262,21.125,25.729,284.923,11.119,285.258,0.887,1.0,0.0,4000,6434.167,6426.644,6159.145,6703.458,7127.631,4997.326,7986.62,0.0,0.0,1.0,4000,6486.026,6477.507,6211.284,6755.935,7180.484,5058.439,8064.385,0.0,0.0,1.0,4000,6381.916,6377.194,6098.894,6657.839,7084.785,4972.87,7964.993,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c022_grounded_stress_context_local_browser_donation_mix,grounded,stress_context,local_browser,donation_mix,4000,1,4000,103.848,76.582,64.394,92.145,337.402,34.609,371.542,0.8245,1.0,0.0,4000,52.046,24.289,21.125,25.729,284.923,11.119,285.258,0.8885,1.0,0.0,4000,6437.083,6431.554,6166.72,6698.325,7089.217,4814.574,7851.852,0.0,0.0,1.0,4000,6488.885,6480.605,6220.08,6753.305,7142.053,4871.016,7902.481,0.0,0.0,1.0,4000,6385.037,6379.697,6108.002,6655.166,7057.059,4793.58,7840.294,0.0,0.0,1.0,4000,204.807,0.0,0.0,477.696,533.738,0.0,533.738,0.56025,0.912,0.0
c023_grounded_stress_context_capture_stress_chat_only,grounded,stress_context,capture_stress,chat_only,4000,1,4000,221.713,195.023,164.512,237.717,462.179,98.029,563.302,0.001,0.9795,0.0,4000,52.115,24.289,21.283,25.775,284.849,11.119,285.258,0.88825,1.0,0.0,4000,6441.107,6428.945,6166.802,6711.486,7113.362,5220.133,7993.716,0.0,0.0,1.0,4000,6610.704,6595.356,6336.728,6885.421,7296.339,5362.44,8227.798,0.0,0.0,1.0,4000,6388.992,6381.095,6107.579,6661.279,7078.55,4935.592,7968.061,0.0,0.0,1.0,4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
c024_grounded_stress_context_capture_stress_donation_mix,grounded,stress_context,capture_stress,donation_mix,4000,1,4000,219.648,195.422,164.751,237.552,453.255,96.418,562.148,0.00075,0.9815,0.0,4000,49.865,24.289,21.125,25.729,284.849,11.119,285.258,0.89625,1.0,0.0,4000,6435.262,6422.773,6158.801,6709.664,7122.846,5152.46,7925.518,0.0,0.0,1.0,4000,6605.045,6593.093,6326.848,6882.54,7294.189,5295.729,8106.538,0.0,0.0,1.0,4000,6385.397,6379.289,6106.501,6666.178,7082.586,4986.682,7887.428,0.0,0.0,1.0,4000,204.68,0.0,0.0,477.696,533.738,0.0,533.738,0.55875,0.914,0.0
